,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,tl_diff
2790,R131,GR42,Notio_Aigaio,2010,GR,GR4,8.446752418068606,1.946932241529307,1.977746344380545,3.4180312108145294,4.385933372662901,5.404331982693145,1.6172099148442445,-0.14620723763174936,0.9684655365565417,-0.019177147067609868,0.9326914921031,-0.015853887564689306,0.9100674396626324,-0.023795655279201244,0.9088598479535817,-0.011899260256623245,1.003131040441963,0.04502268945204646,1.6172099148442445,0.6172099148442445,-0.14620723763174936,-1.0,1.0,-1.0,1.0,0.7193721308414188,GR422010,1.9863007718786152
2791,R132,GR43,Kriti,2010,GR,GR4,8.805589481968038,1.9655649508852,2.053776016932048,3.371722811780749,4.48503777598611,5.307514590321758,1.4851305699301387,0.002243333591893215,0.9815238420563922,0.02013552960175824,0.9830668078961036,0.025969679634473053,0.8745886952459702,-0.00308671393988047,0.920346538348885,0.016771856551830666,1.0317783647688805,-0.010170619007457082,1.4851305699301387,0.4851305699301387,0.002243333591893215,1.0,-1.0,-1.0,1.0,0.35143645896807774,GR432010,1.935791778541009
2792,R133,HU10,KozepMagyarorszag,2010,HU,HU1,10.02861758477948,2.0837291426565825,1.6802792601198735,3.769801768179242,4.979871434190959,6.259456681436517,2.1999169994003602,0.15051921241345712,1.027592911172217,0.026129780731547703,1.043449367282931,0.020196554311370685,1.110863066679106,0.025483135647398125,1.0203454329538015,0.04033433106766804,0.995665565643381,0.029948365291065038,2.1999169994003602,1.1999169994003602,0.15051921241345712,1.0,1.0,1.0,1.0,2.342629142003449,HU102010,2.489654913257275
2793,R134,HU21,KozepDunantul,2010,HU,HU2,8.352229248855442,2.3743114786445183,2.224310764127983,3.663524134472411,4.9237140677322495,6.152519604208179,1.5875977428060881,0.1861229547926213,1.0157163038119652,0.025123869214276784,1.0375574786333515,0.027121090276100768,1.102097057566416,0.03068152014073533,1.0923285405731447,0.03668437152199111,1.1935649435838782,0.01954971275834838,1.5875977428060881,0.5875977428060881,0.1861229547926213,1.0,-1.0,1.0,1.0,0.6368810008197373,HU212010,2.488995469735768
2794,R135,HU22,NyugatDunantul,2010,HU,HU2,8.455630003930185,2.2219919631493306,1.894731317459388,3.6254801445769003,5.007421179775762,6.288659446918435,1.5639785570321523,0.22297884856038697,1.0081837130622133,0.017279674578166482,1.0262963968451715,0.027448714656043816,1.0870737467450162,0.032426031242494435,1.0822894654560606,0.021969969612912532,1.1988778930922517,-0.009971422602160773,1.5639785570321523,0.5639785570321523,0.22297884856038697,1.0,-1.0,1.0,1.0,0.5710846343062157,HU222010,2.6631793023415344
2795,R136,HU23,DelDunantul,2010,HU,HU2,7.951153131775199,2.2761755225712332,2.069454116471968,3.636317494479895,4.939820923729065,6.157580985661938,1.503363428759963,0.04976154901358809,1.0237658493774546,0.01607465176234535,1.0279836562108224,0.016508469237871415,1.1002031128679133,0.020818152327481076,1.1027016027495846,0.04280510662472836,1.2338710670011284,0.06017159145105122,1.503363428759963,0.5033634287599631,0.04976154901358809,-1.0,-1.0,-1.0,1.0,0.40222804313353466,HU232010,2.5212634911820433
2796,R137,HU31,eszakMagyarorszag,2010,HU,HU3,8.040075985548468,2.326735964419987,2.2119984241536654,3.643273517466534,4.921495975538355,6.154490257043537,1.5391210954545769,0.04212947430892666,1.0381935771334254,0.01843891291540234,1.0316647859508041,0.019828612174244142,1.0976478922885544,0.027514324683175495,1.0955084812050724,0.041810694677059335,1.2150576651178906,0.055607516654677225,1.5391210954545769,0.5391210954545769,0.04212947430892666,-1.0,-1.0,-1.0,1.0,0.5018387818789585,HU312010,2.511216739577003
2797,R138,HU32,eszakAlfold,2010,HU,HU3,8.363370401813103,2.261214315061366,1.9978497664725743,3.6758547216556403,5.014601811112707,6.232761176973717,1.695836545604241,0.034028195391999194,1.0316541197970512,0.02028184080607054,1.036283888886464,0.012237676660156849,1.101045250475557,0.022789870520162125,1.0906602955696867,0.03904271647592128,1.1995257502383738,0.05699037653311678,1.695836545604241,0.695836545604241,0.034028195391999194,-1.0,-1.0,-1.0,1.0,0.938403670062256,HU322010,2.5569064553180763
2798,R139,HU33,DelAlfold,2010,HU,HU3,8.228707861026896,2.281432024327675,2.0452800412776333,3.6802582438521667,4.979008567078902,6.163979964054329,1.4247251421091882,0.04019946361827831,1.0143596178015155,0.02285866347735066,1.018315479703786,0.016089749688919408,1.0821270885677303,0.023133331137504376,1.094197301747727,0.04010921111172627,1.2584873349149481,0.05744550741569121,1.4247251421091882,0.4247251421091882,0.04019946361827831,-1.0,-1.0,-1.0,1.0,0.18316403390001232,HU332010,2.4837217202021624
2799,R140,IE01,Border_Midlands_and_Western,2010,IE,IE0,9.463595705272201,1.9252215822610554,1.7327815156675626,3.312926051404714,4.6107970152562245,5.52569515014948,1.4242274021846495,-0.06444677869098747,0.9819164324718059,0.009733096535021413,1.0251596346295277,0.009638162547038975,1.0400685577043403,0.03336655274023359,0.9631967244558978,0.020520507321983072,0.9634029169238464,0.018238538881575894,1.4242274021846495,0.4242274021846495,-0.06444677869098747,-1.0,1.0,-1.0,1.0,0.1817774713479915,IE012010,2.2127690987447663
2800,R141,IE02,Southern_and_Eastern,2010,IE,IE0,11.081475345178111,1.7948695878210363,1.461887725571514,3.2944752487654547,4.647404468792476,5.689980605659881,1.4036974939806868,0.033401409305539476,0.9760496765066268,0.005679335994996704,1.0338183274528634,0.01414722079903652,1.085326143127702,0.03522927314862945,0.9882721149590729,0.02106579197706726,1.024109444614564,0.01900108701568426,1.4036974939806868,0.4036974939806868,0.033401409305539476,1.0,-1.0,-1.0,1.0,0.12458695777120644,IE022010,2.395505356894426
2801,R142,ITC1,Piemonte,2010,IT,ITC,11.079390717756585,2.0395013443803705,1.3717796779337095,3.960376304920426,5.3700636024610775,6.10414651086383,1.2207171065242173,0.040932462938503944,1.2241745972691154,0.006238156620397506,1.0955059208725346,0.011589569984904236,1.0639577316469917,0.006782774929564361,1.0977546482534684,0.017955882671572443,1.0578926975266647,0.0010328623132602743,1.2207171065242173,0.22071710652421728,0.040932462938503944,1.0,-1.0,-1.0,0.0,-0.38514461185630333,ITC12010,2.1437702059434045
2802,R143,ITC2,Valle_dAosta_Vallee_dAoste,2010,IT,ITC,7.878853554746413,2.780145625644601,3.624327746868391,3.4156325493901187,5.081216826788654,5.9045894517279045,1.6914824551950807,0.09394658047810767,1.0253570031275019,0.023784454168218172,1.090429241669724,0.015012837717343297,1.1291389830390428,0.006260424314098456,1.0814099769774084,0.015770652966354604,0.9076559842762383,-0.04605918637750395,1.6914824551950807,0.6914824551950807,0.09394658047810767,1.0,1.0,1.0,1.0,0.9262744065416539,ITC22010,2.4889569023377858
2803,R144,ITC3,Liguria,2010,IT,ITC,10.073681223192706,2.530633053109126,3.057476821184304,3.21888388904125,5.063649097192345,5.826703024407639,1.3036955828823178,0.002576247465055026,0.999181085098936,0.021180813589252945,1.0177636254319369,0.02189873635668782,1.0494174368327933,0.01416323480599857,0.9657332592409599,0.024850860765041727,0.8820942582597756,-0.02441291967123549,1.3036955828823178,0.3036955828823178,0.002576247465055026,-1.0,1.0,-1.0,0.0,-0.1539900625231074,ITC32010,2.607819135366389
2804,R145,ITC4,Lombardia,2010,IT,ITC,12.058277016879739,1.9927624952448528,1.94971380261469,3.184953259151135,4.569993820764717,5.4902959718063995,1.2689797565903056,0.07110883243786636,0.9070514989843533,0.014995215089487646,0.9373599466932176,0.023243817602467742,0.9774753007476197,0.015319686118575926,1.0012343976587024,0.02580147881375161,1.2720048483888309,-0.0015511520398527878,1.2689797565903056,0.2689797565903056,0.07110883243786636,1.0,1.0,1.0,0.0,-0.2506985287840236,ITC42010,2.3053427126552646
2805,R146,ITD1,Provincia_Autonoma_BolzanoBozen,2010,IT,ITD,9.206071724744184,2.738155955122365,4.631005425598702,3.3390946162701365,5.0647898570273,5.770507922417192,1.425749388140864,0.019327831898480863,0.9869060057945426,-0.0028592558634503717,1.0242590329074321,0.019208438707640108,1.0382159405734641,0.014267039384531,0.9617096103834394,0.006146454491932518,0.8708313471681541,-0.03047179991553073,1.425749388140864,0.42574938814086405,0.019327831898480863,1.0,1.0,-1.0,1.0,0.18601729344694093,ITD12010,2.4314133061470553
2806,R147,ITD2,Provincia_Autonoma_Trento,2010,IT,ITD,9.080101276424527,2.883800624430249,4.983039963244561,3.3849127724819557,5.023251749504884,5.571605476055539,1.3137770322549,0.030806486290298585,0.990755521663769,0.007633359412451468,1.0028987903578654,0.03140383129056867,0.9941472512600529,0.009609777158211097,0.9844325833003682,0.02998405248009184,0.9333996727921928,-0.021928896957803867,1.3137770322549,0.31377703225490006,0.030806486290298585,1.0,1.0,-1.0,0.0,-0.1259059979725875,ITD22010,2.1866927035735833
2807,R148,ITD3,Veneto,2010,IT,ITD,11.238159598849817,2.3581177377962583,2.6078945942106446,3.1054788990382916,4.902887723054099,5.740023321345559,1.2191824576332952,0.02044019602219893,0.9405782083400418,0.02584609954380468,0.9696954100022092,0.020039997359973527,1.0014885155888018,0.015263227641180932,0.9718436823020435,0.013670917304668184,1.0841086009437928,-0.016454811855369345,1.2191824576332952,0.21918245763329525,0.02044019602219893,1.0,-1.0,-1.0,0.0,-0.389419709307296,ITD32010,2.6345444223072674
2808,R149,ITD4,FriuliVenezia_Giulia,2010,IT,ITD,9.79657044096346,2.7421106951182157,4.146021203468708,3.2915633333965455,4.943643272432681,5.580197920324022,1.220033273407324,0.029564841525867358,0.9861989678728937,0.00575336861314113,0.982344795453226,0.0160009010209885,0.9969629158266972,0.01614174999858431,0.9692579133970256,0.018491547464438818,0.9899247121584662,-0.003759838012567962,1.220033273407324,0.22003327340732404,0.029564841525867358,1.0,-1.0,-1.0,0.0,-0.38704957737136536,ITD42010,2.288634586927477
2809,R150,ITD5,EmiliaRomagna,2010,IT,ITD,11.13773812549794,2.385523808336356,2.8668699727155893,3.0360028893817264,4.822728767289581,5.738775089040088,1.1721089754945395,-0.04243225876066958,0.9303269037262107,0.0037248629917778775,0.9538299924636823,0.0042262388316008925,1.0124847368766707,0.014135516917937352,0.9754380038505333,0.015043522568273904,1.1604232354670225,0.0412076995930406,1.1721089754945395,0.17210897549453952,-0.04243225876066958,-1.0,-1.0,-1.0,0.0,-0.5205531071099911,ITD52010,2.7027721996583614
2810,R151,ITE1,Toscana,2010,IT,ITE,10.916926623132165,2.418294413731597,2.5545939811817995,3.2249187039255123,5.1197545984896085,5.890771798929398,1.2701442991204681,-0.004993093433497853,0.9700142438388635,0.0030499207786855997,1.0066331371341153,0.01710819106508199,1.0275967739848249,0.015872562580709015,0.9900303137804993,0.012782792165728973,1.0325974565910274,0.002903782048681025,1.2701442991204681,0.2701442991204681,-0.004993093433497853,-1.0,1.0,-1.0,0.0,-0.2474544429011092,ITE12010,2.665853095003886
2811,R152,ITE2,Umbria,2010,IT,ITE,9.352876002891367,2.9338212528983187,4.750033192020555,3.4174272709543176,5.087401671139105,5.693198072825659,1.2583817593101814,0.037543671822907854,1.0204992992380122,0.006262947432887689,1.020530216226766,0.01924767176713038,1.0135860103560974,0.018244659897662663,0.9980216730078421,0.019513567555281552,0.9417154678417929,-0.002943358936326246,1.2583817593101814,0.25838175931018137,0.037543671822907854,1.0,1.0,-1.0,0.0,-0.2802215496038967,ITE22010,2.2757708018713414
2812,R153,ITE3,Marche,2010,IT,ITE,9.93926562087543,2.7951352527548083,3.7178615327149687,3.43447477963844,5.069358786687226,5.740690914382191,1.2815342912854133,-0.06406011849232462,1.0199889586286297,-0.002733378768915662,1.0073274629801472,0.00700649256863084,1.021597843870492,0.015232369330223428,0.9938352326759762,0.022884278207236042,0.9611129407276496,0.04901313757502923,1.2815342912854133,0.2815342912854133,-0.06406011849232462,-1.0,1.0,-1.0,0.0,-0.215725148494277,ITE32010,2.3062161347437513
2813,R154,ITE4,Lazio,2010,IT,ITE,11.361660764837849,2.3338790785015355,2.818537169206901,3.122045511807272,4.976482893230611,5.898604933533259,1.327174982562288,0.009892914732355429,0.9289593091661539,0.00578009478561714,0.9948428232979516,0.015493152402969779,1.0322596264495163,0.014832036553341199,0.9752651150719445,0.019255699155748762,1.0606696817089116,-0.014747527081974576,1.327174982562288,0.32717498256228805,0.009892914732355429,-1.0,1.0,-1.0,0.0,-0.08858310050303796,ITE42010,2.7765594217259872
2814,R155,ITF1,Abruzzo,2010,IT,ITF,9.639120412831451,2.8778821533422683,4.454374439515062,3.2991744923821837,5.139682618610181,5.760596755439444,1.2240756154529062,0.01861628990086528,0.966439103018385,0.006412541544202677,1.0393857884710878,0.01656537113029244,1.0337022107598968,0.017019070285048787,1.0198534414160723,0.019306328900945635,1.025982488945732,0.0023735681017456045,1.2240756154529062,0.22407561545290622,0.01861628990086528,1.0,-1.0,-1.0,0.0,-0.37578875655604127,ITF12010,2.46142226305726
2815,R156,ITF2,Molise,2010,IT,ITF,8.246069784261609,2.9473615853446695,6.500312748806977,3.3127544774248703,4.904953586318063,5.484859385112509,1.294839194348153,-0.020937127974172354,0.9056200756317075,0.017950701868377772,0.999826091628234,0.01773964970067854,1.0071063895695223,0.016207646343744275,0.9470060006475058,0.02412682845587244,0.8809302933316514,-0.009852493449121202,1.294839194348153,0.294839194348153,-0.020937127974172354,-1.0,1.0,-1.0,0.0,-0.17866145431270491,ITF22010,2.172104907687639
2816,R157,ITF3,Campania,2010,IT,ITF,10.788571589467658,2.4360540015801404,2.690429020098718,3.2434559689561104,5.1906906186524235,5.8814692253990835,1.2404357508959583,-0.013791397461595967,1.0377384510200298,0.005519658507283198,1.0575161686582084,0.018581801104587514,1.059671859109814,0.017887178585251018,1.0644701486652564,0.016095637602905333,1.0979993295772432,0.006614726944730309,1.2404357508959583,0.24043575089595826,-0.013791397461595967,-1.0,-1.0,-1.0,0.0,-0.33021404970015233,ITF32010,2.638013256442973
2817,R158,ITF4,Puglia,2010,IT,ITF,10.463949530780098,2.477712590944642,2.940886754759288,3.1616360382231585,5.163557251575063,5.866103467289451,1.1654623187195228,0.020240069682373463,1.0162894330387102,0.0056109697245141366,1.0477368983493054,0.0214925539460864,1.0555298627935796,0.017071275386073115,1.0432380975093722,0.011175650854621688,1.0864040456968473,-0.008728342208795814,1.1654623187195228,0.16546231871952277,0.020240069682373463,1.0,-1.0,-1.0,0.0,-0.5390688116496954,ITF42010,2.704467429066293
2818,R159,ITF5,Basilicata,2010,IT,ITF,8.648101066467603,2.926512440426631,6.506043818478195,3.2503774430677708,5.044835749192326,5.6862437570325,1.1973493767867105,-0.027337268189460806,0.9351784219648721,0.01855300635346646,1.032606324097566,0.018376163142381108,1.0353550478345057,0.014130964850999295,0.9941143139835437,0.020474629672616707,1.0019200840310067,0.0032592832724274157,1.1973493767867105,0.1973493767867105,-0.027337268189460806,-1.0,-1.0,-1.0,0.0,-0.4502404930231548,ITF52010,2.435866313964729
2819,R160,ITF6,Calabria,2010,IT,ITF,9.849037107732038,2.2850809603368574,1.8217257108349836,4.1275586412204985,5.3182886715068545,5.938355495628086,1.2854318162345537,-0.011487176649687125,1.1936051927952107,-0.040718940660415814,1.0992711548417409,0.005045331001464426,1.0439825442081252,0.002106354565761359,1.158231541483185,0.01716495518789607,1.1122157107807464,0.02604672494149285,1.2854318162345537,0.2854318162345537,-0.011487176649687125,-1.0,1.0,-1.0,0.0,-0.20486774712135472,ITF62010,1.8107968544075872
2820,R161,ITG1,Sicilia,2010,IT,ITG,10.726267306712105,2.239769715604969,1.860664887925712,3.938333603169728,5.299029021978082,5.975853882899794,1.2575001380688597,0.006624998399751059,1.2140359462579362,0.016555293529708637,1.100977245632761,0.016308496695327523,1.0569752544200264,0.014912902915850568,1.134006840466105,0.04066638426073421,1.0862624089793724,0.055992442796588326,1.2575001380688597,0.25750013806885974,0.006624998399751059,-1.0,1.0,-1.0,0.0,-0.28267749685268445,ITG12010,2.037520279730066
2821,R162,ITG2,Sardegna,2010,IT,ITG,9.764611268359188,2.367296301619712,1.9983531764020672,4.152514401746599,5.279898952568687,5.977046587847144,1.2696880455882673,-0.0068765472275174044,1.3903725073071664,0.007650953699722685,1.116313283708055,0.010237492358748712,1.0850975356210923,0.008189888135130774,1.2024354853468442,0.04012191322234271,1.2467604016002385,0.07492821611116063,1.2696880455882673,0.2696880455882673,-0.0068765472275174044,-1.0,1.0,-1.0,0.0,-0.24872543610617137,ITG22010,1.8245321861005452
2822,R163,LT00,Lietuva,2010,LT,LT0,9.555186849792046,1.875459916903924,1.6609809229730645,3.329559707997148,4.495112590709884,5.428316029572268,2.0735940938820323,0.07320987431241299,0.9755963280974776,0.008426692415733239,1.0417637789373335,0.012545011843691167,1.0498223327902025,0.002389179067631586,1.045892341235619,0.016568081744728902,1.0818355379663458,0.017970257499393405,2.0735940938820323,1.0735940938820323,0.07320987431241299,0.0,0.0,1.0,1.0,1.9907292810137938,LT002010,2.0987563215751197
2823,R164,LU00,Luxembourg_GrandD,2010,LU,LU0,9.905686412364972,1.8308596318273995,1.46514939693274,3.151055198968156,4.640367941591118,5.293473803725896,1.8988876939509194,0.13554504075106877,0.9889317922059826,0.0019216708491760492,1.068437395557165,-0.003145480769067177,1.0467280406427435,-0.05479033053683824,1.006101767839417,0.0002752036525870416,0.9474146064498287,2.2135551537627585e-05,1.8988876939509194,0.8988876939509194,0.13554504075106877,0.0,0.0,1.0,1.0,1.5040466988051229,LU002010,2.14241860475774
2824,R165,LV00,Latvija,2010,LV,LV0,9.138229859521683,1.9399711264218797,1.3669449968005472,3.776704569699362,4.955957088509197,5.632062113536145,2.2781965003274096,-0.05458034904867981,1.0691148144216196,0.00036302416448696917,1.1037694202979795,0.00047271307412710684,1.0979581997403334,0.003639357584738878,1.1056496942165157,-0.00015238359197322637,1.0204041772265215,0.00035461761539012926,2.2781965003274096,1.2781965003274096,-0.05458034904867981,0.0,0.0,-1.0,1.0,2.560693675759535,LV002010,1.8553575438367833
2825,R166,MT00,Malta,2010,MT,MT0,8.042423642212281,2.062573047017597,1.5936440759344968,4.217633698925784,4.988857138937981,5.865980057971998,1.4561413916963488,0.14087964257619712,1.370859857408713,0.027642165738002378,1.0889685812274794,0.038958723119395966,0.9961359812469187,0.01640266481679442,0.9813630977790604,0.026091550196658098,0.7865972884835191,0.005199955918100407,1.4561413916963488,0.4561413916963488,0.14087964257619712,0.0,0.0,1.0,1.0,0.2706808133564042,MT002010,1.6483463590462142
2826,R167,NL11,Groningen,2010,NL,NL1,9.596961779809854,1.8820184292780913,1.8040775453498572,3.410537811826608,4.700650070585433,6.201699131286702,1.668242776162697,0.11573803322158316,1.0265572508341185,-0.0025745877359935054,1.0315999019988629,0.004184730122781755,1.0622754586444356,0.008657855605396447,1.0287856524958237,0.018278760432418606,1.0708054678292438,0.04054108703926507,1.668242776162697,0.668242776162697,0.11573803322158316,1.0,1.0,1.0,1.0,0.8615352383964636,NL112010,2.791161319460094
2827,R168,NL12,Friesland,2010,NL,NL1,9.052189655232043,2.040404113944106,2.253308033306302,3.4268249696361335,4.487800781998307,5.704878350689836,1.325307615194058,0.011779785397428855,1.0321654050461049,-0.006024950994500733,1.0168359354155028,-0.005434874532463274,1.0103836431570772,-0.022349036959032897,1.0502947780907848,0.015160095350064351,1.108738174292286,0.04685689602238252,1.325307615194058,0.32530761519405793,0.011779785397428855,-1.0,-1.0,-1.0,0.0,-0.0937850574608872,NL122010,2.2780533810537027
2828,R169,NL13,Drenthe,2010,NL,NL1,8.687756000059345,2.077927639933129,2.317253865598604,3.4743296718481496,4.465622763918999,5.722952960498269,1.2376821129839766,-0.026378899711899884,1.0375221781629973,-0.004498874058303182,1.0105079396857866,-0.0026651891148037343,1.0039058209330842,-0.02401253652102442,1.0623576808664412,0.018969049352049794,1.1299471199760176,0.06134337463546213,1.2376821129839766,0.23768211298397657,-0.026378899711899884,-1.0,-1.0,-1.0,0.0,-0.3378849055474445,NL132010,2.248623288650119
2829,R170,NL21,Overijssel,2010,NL,NL2,9.64587421253598,2.0950173111676587,2.3077764880563945,3.4539223128108345,4.46752804535045,5.60326523058514,1.3886260176037042,0.032856626991294435,1.031719243693816,-0.0001492568500203184,1.0163205623854445,-8.715923698776606e-06,1.03031806687886,-0.010848943964167024,1.0477182524887416,0.02422691423996781,1.1008914878880496,0.05290158564438108,1.3886260176037042,0.3886260176037042,0.032856626991294435,-1.0,1.0,-1.0,1.0,0.08260209033796369,NL212010,2.1493429177743053
2830,R171,NL22,Gelderland,2010,NL,NL2,10.129215384942214,1.9831143079468918,2.2411265795299258,3.4304589374686874,4.378946661478012,5.4317825969367455,1.3462972059933997,0.0030929779802675306,1.0264449839427587,-0.004643216064782241,1.0171071953204436,-0.00013487869902539806,1.0261781924843385,-0.013787673517117183,1.0333983569203007,0.008844179337093028,1.089786624213275,0.03617671514997145,1.3462972059933997,0.34629720599339975,0.0030929779802675306,-1.0,-1.0,-1.0,0.0,-0.03531399827956965,NL222010,2.001323659468058
2831,R172,NL23,Flevoland,2010,NL,NL2,8.419746988215252,2.339990262417373,3.2450941096496018,3.2649268793757233,4.348840956900369,5.523210105271323,1.594322744430801,0.09665660405404797,0.9622862736455811,0.0008070269043866096,1.0239706281446899,0.009824599102779885,1.0357782586263216,-0.01445261452519353,1.04406471946494,0.024871340344359227,1.094515211599802,0.045153701179090566,1.594322744430801,0.594322744430801,0.09665660405404797,1.0,1.0,1.0,1.0,0.6556149519363724,NL232010,2.2582832258955996
2832,R173,NL31,Utrecht,2010,NL,NL3,10.05388334805519,1.9658214389183173,2.119001920226428,3.4353275729871497,4.509084634569303,5.705371627728516,1.4465862199655892,0.005436453346703507,1.034215325771772,-0.005302240447228712,1.0247282509043856,-0.003176462542899383,1.0432798825698468,-0.022092388510232208,1.0562393749213885,0.010857101397370617,1.0888784119253268,0.040299859553795114,1.4465862199655892,0.4465862199655892,0.005436453346703507,-1.0,1.0,-1.0,1.0,0.24406280936108973,NL312010,2.270044054741366
2833,R174,NL32,NoordHolland,2010,NL,NL3,10.766609767888847,1.9248203174792295,1.9363203330001673,3.4443017645845977,4.554643545543587,5.622620357990897,1.4336474228285265,0.06802676572923705,1.029775811360546,-0.0020589457611714934,1.0327770419492341,0.0046160814764693026,1.0329711609330916,-0.011932934790609195,1.0505162154848557,0.01866895444292682,1.0811079819232954,0.030574451559425064,1.4336474228285265,0.43364742282852653,0.06802676572923705,1.0,1.0,1.0,1.0,0.20801898266771854,NL322010,2.178318593406299
2834,R175,NL33,ZuidHolland,2010,NL,NL3,10.950719879085007,2.0120365741085995,1.93522972523132,3.493134873157846,4.615125199536334,5.769385533982496,1.36016168132399,0.03759039339310344,1.035152891080163,-0.00012988999043850313,1.0277530206294379,0.0012415978291211438,1.0356292329957681,-0.009469799549625124,1.067104533274069,0.026408049962360458,1.0950415135180216,0.05203981130781332,1.36016168132399,0.36016168132399007,0.03759039339310344,-1.0,-1.0,-1.0,1.0,0.003308505861782375,NL332010,2.27625066082465
2835,R176,NL34,Zeeland,2010,NL,NL3,8.823167594233855,2.1449344833596258,2.2227608735184394,3.5384182789939445,4.573868028726575,5.943393681544473,1.551535881499806,0.12064237253759158,1.0255398229768768,-0.004140081845168453,1.0315041003022993,0.007252682552697509,1.0500635569985564,-0.0016309023319833749,1.0697196363600134,0.028698884469170904,1.1249969626292875,0.06451696952910257,1.551535881499806,0.5515358814998059,0.12064237253759158,1.0,1.0,1.0,1.0,0.536422861983881,NL342010,2.4049754025505283
2836,R177,NL41,NoordBrabant,2010,NL,NL4,10.554407683200782,1.9804564253239776,2.021074485900728,3.453947777059226,4.452241849247057,5.610529959302824,1.306465081984014,0.052410426674864175,1.0232097347562314,-0.003554100103143165,1.004681433506542,0.003975357881514263,1.0140939819244636,-0.011180989699180133,1.0389609715731292,0.0166971950811039,1.1119418579805802,0.03249392336921453,1.306465081984014,0.306465081984014,0.052410426674864175,1.0,-1.0,-1.0,0.0,-0.14627502189053998,NL412010,2.156582182243598
2837,R178,NL42,Limburg_NL,2010,NL,NL4,9.687395176886799,1.9570601066715148,2.057156202191111,3.4452492207965895,4.43384280756805,5.681865226894317,1.2910597274167372,0.0645011640945532,1.032986459567455,-0.0012792642536825216,1.0132593561411223,0.005813159488055053,1.0350241451913504,-0.008013939045804275,1.0349980147367173,0.012230598324215025,1.0804664204721335,0.026083480661664327,1.2910597274167372,0.29105972741673725,0.0645011640945532,1.0,-1.0,-1.0,0.0,-0.18918997946277935,NL422010,2.2366160060977274
2838,R186,PL11,Lodzkie,2010,PL,PL1,9.41658108101228,2.1534953546251008,1.557956646603681,3.7075352277014253,5.3915999308822,6.27615547507576,2.0074791410827144,0.23914838352857637,1.077128674940389,0.028104479577679697,1.119536290362852,0.007173316001854779,1.0692373453249355,0.0027631023941250277,1.075038812751593,0.011118174867706276,1.0047906040399461,0.001062948557949417,2.0074791410827144,1.0074791410827144,0.23914838352857637,-1.0,-1.0,1.0,1.0,1.8065517353505331,PL112010,2.568620247374335
2839,R187,PL12,Mazowieckie,2010,PL,PL1,10.674438092593114,2.001076181637782,1.3698489410281627,3.6897559113046103,5.280654509073506,6.2893839446073585,2.2072215499117753,0.31917527620608954,1.0703628055747407,0.03415552858485138,1.1043957230812873,0.01785937904945456,1.0611508333350532,0.009505126177768553,1.0567298902508304,0.014730422595254922,0.9673774971296772,-0.011205270014691737,2.2072215499117753,1.2072215499117753,0.31917527620608954,1.0,1.0,1.0,1.0,2.3629775522859053,PL122010,2.599628033302748
2840,R188,PL21,Malopolskie,2010,PL,PL2,9.55656110701729,2.0836990183328976,1.5285767413585607,3.6546252957417034,5.231972355573022,6.057789957986313,2.0035171417828566,0.22770837538841415,1.0698823284802628,0.029764412924968786,1.092709561628093,0.011166409938395239,1.055234725345951,0.00991173446217819,1.0735528974537258,0.015175085957075396,1.0323639694876101,0.003590770897691886,2.0035171417828566,1.0035171417828566,0.22770837538841415,-1.0,-1.0,1.0,1.0,1.7955147266850002,PL212010,2.4031646622446097
2841,R189,PL22,Slaskie,2010,PL,PL2,10.136663642959958,2.102508096799584,1.456652409410376,3.7511421025443323,5.332485650903286,6.0779669961926475,2.023800346681898,0.24291912697213958,1.0844259831660104,0.03623286801197234,1.1124198300159291,0.0152474251763568,1.0596320544705058,0.024881915116633513,1.0839643196832445,0.01268524448774655,0.9828597584505485,-0.007695309419887386,2.023800346681898,1.023800346681898,0.24291912697213958,-1.0,-1.0,1.0,1.0,1.8520179946799067,PL222010,2.326824893648315
2842,R190,PL31,Lubelskie,2010,PL,PL3,8.903686737791151,2.1591420178265843,1.6245369092911583,3.66785888237761,5.337795812274433,6.216673669599122,1.8966525381195798,0.22210860722625658,1.082270873557464,0.029382888560325116,1.1239248126537558,0.006307874296057836,1.0962128801390865,0.00879189629774113,1.1083147210898778,0.02076020801737788,1.0743563052280636,0.025559325860315063,1.8966525381195798,0.8966525381195798,0.22210860722625658,-1.0,-1.0,1.0,1.0,1.4978201872860026,PL312010,2.548814787221512
2843,R191,PL32,Podkarpackie,2010,PL,PL3,8.868617905530494,2.119772416330733,1.5738612978176973,3.633961189248568,5.278325248789852,6.10557235506989,1.989968762005087,0.18970473635499419,1.085451903492589,0.03128787618501461,1.1264454087967193,0.006165787923480215,1.10234429373231,0.0383722498608019,1.1044296808896346,0.014402385934941808,1.03600264031386,0.00916623549314144,1.989968762005087,0.989968762005087,0.18970473635499419,-1.0,-1.0,1.0,1.0,1.75777277528775,PL322010,2.4716111658213222
